,P8MEA,URN,LA,ESTAB_x,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCFL,PNUMFSM,NUMFSMEVER,PNUMFSMEVER,RECTYPE,ALPHAIND,LEA,BPUP,PBPUP,GPUP,PGPUP,KS2APS,TPRIORLO,PTPRIORLO,TPRIORAV,PTPRIORAV,TPRIORHI,PTPRIORHI,TFSM6CLA1A,PTFSM6CLA1A,ATT8SCR,P8PUP,P8MEACOV,P8PUP_FSM6CLA1A,P8MEA_FSM6CLA1A,P8PUP_NFSM6CLA1A,P8MEA_NFSM6CLA1A,ATT8SCR_LO,P8PUP_LO,P8MEA_LO,ATT8SCR_AV,P8PUP_AV,P8MEA_AV,ATT8SCR_HI,P8PUP_HI,P8MEA_HI,ATT8SCR_GIRLS,P8PUP_GIRLS,P8MEA_GIRLS,ATT8SCR_BOYS,P8PUP_BOYS,P8MEA_BOYS,Gender_BOYS,Gender_GIRLS,AdmitPol_COMP,AdmitPol_MOD,AdmitPol_SEL,Faith_school_Christian,Faith_school_Church of England,Faith_school_Church of England/Christian,Faith_school_Church of England/Roman Catholic,Faith_school_Jewish,Faith_school_Muslim,Faith_school_Roman Catholic,Faith_school_Roman Catholic/Church of England,Faith_school_Sikh,School_type_ACC,School_type_ACCS,School_type_ACS,School_type_CTC,School_type_CY,School_type_CYS,School_type_F,School_type_FD,School_type_FDS,School_type_FS,School_type_FSS,School_type_FUTC,School_type_NMSS,School_type_VA,School_type_VC
844,-0.43,104717.0,341,4796.0,1131.0,512.0,619.0,45.3,54.7,2.0,0.2,153.0,13.5,48.0,1083.0,0.0,4.2,95.8,0.0,20.7,352.5,40.8,1,2164.0,341.0,82.0,54.0,69.0,46.0,26.9,28.0,19.0,73.0,50.0,46.0,31.0,65.0,43.0,44.9,147.0,97.0,63.0,-0.78,84.0,-0.17,30.0,28.0,0.12,43.6,73.0,-0.48,56.3,46.0,-0.71,48.2,67.0,-0.2,42.1,80.0,-0.63,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
845,-0.54,136409.0,341,4797.0,336.0,5.0,331.0,1.5,98.5,1.0,0.3,65.0,19.3,14.0,322.0,0.0,4.2,95.8,0.0,39.6,179.0,64.4,1,14616.0,341.0,40.0,100.0,0.0,0.0,25.7,12.0,30.0,21.0,53.0,7.0,18.0,24.0,60.0,39.9,40.0,100.0,24.0,-0.69,16.0,-0.31,23.4,12.0,-0.74,44.0,21.0,-0.38,56.1,7.0,-0.64,0.0,0.0,0.0,39.9,40.0,-0.54,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,-0.22,138463.0,341,5400.0,1107.0,5.0,1102.0,0.5,99.5,13.0,1.2,166.0,15.0,16.0,1091.0,0.0,1.4,98.6,0.0,15.4,239.0,25.2,1,46786.0,341.0,172.0,100.0,0.0,0.0,27.3,31.0,18.0,100.0,58.0,40.0,23.0,40.0,23.0,47.9,171.0,99.0,40.0,-0.64,131.0,-0.09,29.5,31.0,-0.39,48.4,100.0,-0.16,60.6,40.0,-0.23,0.0,0.0,0.0,47.9,171.0,-0.22,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,-0.46,138850.0,341,5402.0,1031.0,63.0,968.0,6.1,93.9,9.0,0.9,98.0,9.5,59.0,972.0,0.0,5.7,94.3,0.0,8.1,129.0,17.0,1,48786.0,341.0,148.0,100.0,0.0,0.0,29.6,8.0,6.0,60.0,41.0,77.0,53.0,14.0,9.0,52.7,145.0,98.0,14.0,-1.07,131.0,-0.4,37.8,8.0,0.3,45.9,60.0,-0.46,59.6,77.0,-0.54,0.0,0.0,0.0,52.7,145.0,-0.46,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,-0.12,104721.0,341,5403.0,817.0,750.0,67.0,91.8,8.2,0.0,0.0,109.0,13.3,94.0,723.0,0.0,11.5,88.5,0.0,14.8,186.0,28.1,1,47196.0,341.0,0.0,0.0,123.0,100.0,28.4,17.0,14.0,52.0,44.0,49.0,42.0,41.0,33.0,52.3,118.0,96.0,41.0,0.02,77.0,-0.2,31.1,17.0,-0.21,49.8,52.0,0.1,61.8,49.0,-0.33,52.3,118.0,-0.12,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
850,0.05,136735.0,341,5900.0,1072.0,551.0,521.0,51.4,48.6,18.0,1.7,125.0,11.7,28.0,1044.0,0.0,2.6,97.4,0.0,7.5,126.0,15.6,1,46592.0,341.0,93.0,56.0,73.0,44.0,29.8,10.0,7.0,53.0,37.0,80.0,56.0,24.0,14.0,59.2,143.0,86.0,22.0,-0.23,121.0,0.1,28.8,10.0,-0.39,51.4,53.0,0.04,67.0,80.0,0.1,60.5,69.0,0.11,58.1,74.0,-0.02,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,-0.74,101857.0,341,6905.0,896.0,409.0,487.0,45.6,54.4,3.0,0.3,166.0,18.5,296.0,600.0,0.0,33.0,67.0,0.0,56.3,531.0,71.5,1,308.0,341.0,83.0,58.0,59.0,42.0,25.5,33.0,28.0,69.0,59.0,15.0,13.0,104.0,73.0,38.6,117.0,82.0,92.0,-0.84,25.0,-0.34,27.7,33.0,-0.17,38.4,69.0,-1.01,57.5,15.0,-0.74,37.4,51.0,-0.83,39.4,66.0,-0.67,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,-0.09,131065.0,341,6906.0,1371.0,644.0,727.0,47.0,53.0,3.0,0.2,244.0,17.8,207.0,1164.0,0.0,15.1,84.9,0.0,45.4,788.5,67.4,1,36892.0,341.0,142.0,60.0,95.0,40.0,27.0,44.0,20.0,134.0,60.0,47.0,21.0,151.0,64.0,47.2,225.0,95.0,146.0,-0.15,79.0,0.0,33.7,44.0,0.24,48.5,134.0,-0.11,60.9,47.0,-0.35,49.8,91.0,0.07,45.4,134.0,-0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,-0.92,136119.0,341,6908.0,873.0,333.0,540.0,38.1,61.9,5.0,0.6,181.0,20.7,66.0,807.0,0.0,7.6,92.4,0.0,42.3,451.0,69.6,1,17428.0,341.0,81.0,62.0,50.0,38.0,26.1,30.0,24.0,77.0,61.0,20.0,16.0,87.0,66.0,37.7,127.0,97.0,85.0,-1.17,42.0,-0.42,24.4,30.0,-0.67,36.4,77.0,-1.19,60.7,20.0,-0.26,40.8,48.0,-0.64,35.8,79.0,-1.09,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,0.0,104826.0,342,4050.0,1464.0,728.0,736.0,49.7,50.3,6.0,0.4,148.0,10.1,5.0,1459.0,0.0,0.3,99.7,0.0,7.4,222.0,17.6,1,42248.0,342.0,127.0,53.0,114.0,47.0,29.0,19.0,8.0,115.0,48.0,105.0,44.0,35.0,15.0,55.3,239.0,99.0,34.0,-0.48,205.0,0.08,30.6,19.0,0.09,50.5,115.0,-0.07,65.4,105.0,0.05,57.8,114.0,0.09,53.1,125.0,-0.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
867,-0.44,104829.0,342,4101.0,1458.0,708.0,750.0,48.6,51.4,7.0,0.5,112.0,7.7,26.0,1432.0,0.0,1.8,98.2,0.0,22.8,543.0,47.9,1,13434.0,342.0,88.0,44.0,110.0,56.0,28.4,20.0,10.0,108.0,56.0,65.0,34.0,98.0,49.0,49.1,193.0,97.0,94.0,-0.66,99.0,-0.24,28.9,20.0,-0.34,45.2,108.0,-0.57,61.4,65.0,-0.27,51.0,108.0,-0.36,46.7,85.0,-0.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
868,0.01,104830.0,342,4104.0,1475.0,669.0,806.0,45.4,54.6,18.0,1.2,195.0,13.2,13.0,1462.0,0.0,0.9,99.1,0.0,8.6,243.0,19.7,1,42258.0,342.0,130.0,53.0,113.0,47.0,29.1,12.0,5.0,113.0,47.0,113.0,47.0,45.0,19.0,55.7,238.0,98.0,45.0,-0.12,193.0,0.04,39.7,12.0,1.1,50.0,113.0,0.02,63.2,113.0,-0.12,57.1,111.0,0.12,54.5,127.0,-0.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
869,-0.14,104833.0,342,4713.0,590.0,289.0,301.0,49.0,51.0,2.0,0.3,145.0,24.6,26.0,564.0,0.0,4.4,95.6,0.0,23.1,261.0,44.2,1,45518.0,342.0,66.0,59.0,46.0,41.0,27.0,21.0,19.0,66.0,61.0,21.0,19.0,40.0,36.0,47.6,108.0,96.0,40.0,-0.3,68.0,-0.05,35.1,21.0,0.19,46.4,66.0,-0.29,63.1,21.0,0.0,47.9,44.0,-0.13,47.4,64.0,-0.15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
870,-0.17,104834.0,342,4714.0,1190.0,592.0,598.0,49.7,50.3,16.0,1.3,114.0,9.6,17.0,1173.0,0.0,1.4,98.6,0.0,8.3,212.0,17.8,1,14620.0,342.0,123.0,54.0,106.0,46.0,29.2,20.0,9.0,101.0,45.0,105.0,46.0,32.0,14.0,54.0,226.0,99.0,31.0,-0.56,195.0,-0.11,28.4,20.0,-0.38,50.1,101.0,-0.13,63.1,105.0,-0.17,57.5,104.0,0.17,51.0,122.0,-0.45,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
871,-0.27,104835.0,342,4801.0,738.0,371.0,367.0,50.3,49.7,6.0,0.8,159.0,21.5,13.0,725.0,0.0,1.8,98.2,0.0,29.3,406.0,55.0,1,46324.0,342.0,81.0,52.0,75.0,48.0,27.3,23.0,15.0,97.0,63.0,34.0,22.0,67.0,43.0,47.0,154.0,99.0,65.0,-0.42,89.0,-0.17,30.0,23.0,-0.24,46.8,97.0,-0.26,59.9,34.0,-0.34,48.0,75.0,-0.14,46.1,79.0,-0.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
872,-0.39,136421.0,342,4803.0,1080.0,542.0,538.0,50.2,49.8,7.0,0.6,175.0,16.2,14.0,1066.0,0.0,1.3,98.7,0.0,16.6,330.0,32.9,1,25854.0,342.0,103.0,47.0,116.0,53.0,27.7,39.0,18.0,108.0,50.0,70.0,32.0,56.0,26.0,47.3,217.0,99.0,56.0,-0.74,161.0,-0.27,28.2,39.0,-0.35,45.8,108.0,-0.43,60.3,70.0,-0.36,49.0,115.0,-0.24,45.3,102.0,-0.57,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,-0.57,136141.0,342,6905.0,1208.0,569.0,639.0,47.1,52.9,7.0,0.6,157.0,13.0,10.0,1198.0,0.0,0.8,99.2,0.0,23.3,472.0,44.5,1,56386.0,342.0,103.0,53.0,92.0,47.0,27.4,34.0,18.0,103.0,53.0,57.0,29.0,76.0,39.0,44.8,194.0,99.0,76.0,-0.63,118.0,-0.54,27.6,34.0,-0.38,43.7,103.0,-0.56,56.9,57.0,-0.71,45.3,91.0,-0.56,44.3,103.0,-0.59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,-0.53,138260.0,343,4000.0,250.0,130.0,120.0,52.0,48.0,1.0,0.4,57.0,22.8,14.0,236.0,0.0,5.6,94.4,0.0,40.0,156.0,62.4,1,23260.0,343.0,28.0,42.0,38.0,58.0,27.1,10.0,16.0,41.0,65.0,12.0,19.0,41.0,62.0,44.3,63.0,95.0,40.0,-0.72,23.0,-0.2,29.7,10.0,0.0,43.4,41.0,-0.7,58.3,12.0,-0.37,49.2,38.0,-0.17,37.5,25.0,-1.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
879,-0.16,141338.0,343,4001.0,591.0,270.0,321.0,45.7,54.3,58.0,9.8,65.0,11.0,16.0,575.0,0.0,2.7,97.3,0.0,23.2,218.5,42.1,1,50058.0,343.0,34.0,48.0,37.0,52.0,27.2,11.0,16.0,41.0,59.0,17.0,25.0,24.0,34.0,47.6,69.0,97.0,23.0,-0.44,46.0,-0.03,34.5,11.0,0.46,47.7,41.0,-0.1,57.3,17.0,-0.71,48.6,36.0,-0.02,46.5,33.0,-0.32,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,-0.42,141693.0,343,4002.0,795.0,382.0,413.0,48.1,51.9,6.0,0.8,68.0,8.6,52.0,743.0,0.0,6.5,93.5,0.0,35.1,437.0,55.0,1,24808.0,343.0,92.0,56.0,71.0,44.0,27.1,28.0,17.0,87.0,54.0,46.0,29.0,78.0,48.0,45.3,161.0,99.0,77.0,-0.94,84.0,0.05,31.2,28.0,0.03,43.1,87.0,-0.52,58.2,46.0,-0.51,46.8,69.0,-0.25,44.2,92.0,-0.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,-0.12,104944.0,343,4003.0,707.0,323.0,384.0,45.7,54.3,5.0,0.7,71.0,10.0,45.0,662.0,0.0,6.4,93.6,0.0,12.6,173.0,24.5,1,55280.0,343.0,55.0,49.0,57.0,51.0,26.8,19.0,18.0,64.0,61.0,22.0,21.0,27.0,24.0,46.8,105.0,94.0,26.0,-0.91,79.0,0.14,27.3,19.0,-0.54,46.9,64.0,-0.12,64.2,22.0,0.22,48.2,55.0,0.03,45.4,50.0,-0.28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
882,-0.18,141694.0,343,4004.0,720.0,376.0,344.0,52.2,47.8,3.0,0.4,52.0,7.2,12.0,708.0,0.0,1.7,98.3,0.0,27.5,345.0,47.9,1,31042.0,343.0,81.0,49.0,85.0,51.0,27.3,32.0,19.0,87.0,53.0,46.0,28.0,84.0,51.0,48.3,165.0,99.0,83.0,-0.35,82.0,-0.01,36.4,32.0,0.49,45.1,87.0,-0.42,62.4,46.0,-0.2,50.5,84.0,0.06,46.0,81.0,-0.44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,-0.07,137533.0,343,4100.0,1337.0,638.0,699.0,47.7,52.3,5.0,0.4,61.0,4.6,4.0,1333.0,0.0,0.3,99.7,0.0,9.9,179.0,15.7,1,15034.0,343.0,98.0,47.0,112.0,53.0,29.1,12.0,6.0,106.0,50.0,92.0,44.0,35.0,17.0,54.9,210.0,100.0,35.0,-0.07,175.0,-0.06,31.0,12.0,0.04,51.1,106.0,0.01,62.3,92.0,-0.17,58.4,112.0,0.1,50.8,98.0,-0.26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,-0.02,137436.0,343,4101.0,1014.0,516.0,498.0,50.9,49.1,7.0,0.7,45.0,4.4,14.0,1000.0,0.0,1.4,98.6,0.0,7.3,124.0,15.4,1,19026.0,343.0,76.0,48.0,81.0,52.0,28.7,15.0,10.0,76.0,48.0,66.0,42.0,32.0,20.0,54.1,157.0,100.0,32.0,-0.4,125.0,0.08,30.3,15.0,-0.31,50.5,76.0,0.04,63.5,66.0,-0.02,56.3,81.0,0.15,51.7,76.0,-0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,-0.06,137514.0,343,4105.0,1167.0,575.0,592.0,49.3,50.7,2.0,0.2,66.0,5.7,16.0,1151.0,0.0,1.4,98.6,0.0,17.4,346.0,34.9,1,11008.0,343.0,99.0,49.0,102.0,51.0,28.1,18.0,9.0,125.0,62.0,58.0,29.0,63.0,31.0,51.6,201.0,100.0,63.0,-0.35,138.0,0.08,29.6,18.0,-0.41,49.7,125.0,0.02,62.6,58.0,-0.12,53.6,102.0,0.07,49.5,99.0,-0.18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,0.15,137612.0,343,4106.0,1172.0,542.0,630.0,46.2,53.8,13.0,1.1,25.0,2.1,15.0,1156.0,1.0,1.3,98.6,0.1,5.0,113.0,12.3,1,42356.0,343.0,118.0,61.0,76.0,39.0,28.8,14.0,7.0,102.0,53.0,75.0,39.0,21.0,11.0,56.0,191.0,98.0,20.0,-0.24,171.0,0.2,36.8,14.0,0.47,50.8,102.0,0.03,67.1,75.0,0.25,57.4,74.0,0.22,55.1,117.0,0.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,0.11,137297.0,343,4108.0,687.0,0.0,687.0,0.0,100.0,5.0,0.7,102.0,14.8,41.0,645.0,1.0,6.0,93.9,0.1,9.8,136.0,19.8,1,5404.0,343.0,168.0,100.0,0.0,0.0,28.0,25.0,15.0,80.0,48.0,60.0,36.0,26.0,15.0,53.2,165.0,98.0,26.0,-0.27,139.0,0.18,36.8,25.0,0.45,49.9,80.0,0.01,64.7,60.0,0.1,0.0,0.0,0.0,53.2,165.0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,0.39,137604.0,343,4109.0,949.0,949.0,0.0,100.0,0.0,7.0,0.7,66.0,7.0,54.0,895.0,0.0,5.7,94.3,0.0,8.4,187.5,19.8,1,21350.0,343.0,1.0,1.0,182.0,99.0,28.5,14.0,8.0,97.0,56.0,62.0,36.0,35.0,19.0,57.5,173.0,95.0,33.0,0.03,140.0,0.48,38.9,14.0,0.6,54.5,97.0,0.49,66.7,62.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,0.41,104956.0,343,4110.0,767.0,365.0,402.0,47.6,52.4,42.0,5.5,45.0,5.9,36.0,730.0,1.0,4.7,95.2,0.1,14.9,245.0,31.9,1,33808.0,343.0,75.0,52.0,68.0,48.0,26.7,25.0,18.0,89.0,64.0,24.0,17.0,52.0,36.0,52.0,138.0,97.0,52.0,0.31,86.0,0.46,38.6,25.0,0.73,52.0,89.0,0.35,66.5,24.0,0.27,54.3,67.0,0.45,50.0,71.0,0.37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
890,-0.87,137520.0,343,4113.0,988.0,510.0,478.0,51.6,48.4,8.0,0.8,125.0,12.7,6.0,982.0,0.0,0.6,99.4,0.0,17.1,222.0,29.0,1,32272.0,343.0,92.0,55.0,75.0,45.0,28.1,23.0,14.0,75.0,45.0,69.0,41.0,41.0,25.0,43.9,167.0,100.0,41.0,-1.24,126.0,-0.75,25.6,23.0,-0.58,39.3,75.0,-0.97,55.1,69.0,-0.85,46.3,75.0,-0.68,42.1,92.0,-1.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,-0.34,104959.0,343,4611.0,504.0,251.0,253.0,49.8,50.2,0.0,0.0,66.0,13.1,25.0,479.0,0.0,5.0,95.0,0.0,32.8,264.0,52.4,1,52260.0,343.0,59.0,49.0,61.0,51.0,26.8,20.0,17.0,75.0,63.0,24.0,20.0,47.0,39.0,45.0,119.0,99.0,46.0,-0.67,73.0,-0.13,21.3,20.0,-0.9,45.6,75.0,-0.31,63.1,24.0,0.04,46.9,60.0,-0.13,43.0,59.0,-0.55,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
892,-0.29,104960.0,343,4621.0,1424.0,726.0,698.0,51.0,49.0,3.0,0.2,132.0,9.3,30.0,1394.0,0.0,2.1,97.9,0.0,9.3,240.0,19.9,1,32918.0,343.0,127.0,53.0,111.0,47.0,28.9,18.0,8.0,124.0,53.0,91.0,39.0,47.0,20.0,51.8,233.0,98.0,45.0,-0.58,188.0,-0.22,35.4,18.0,-0.12,47.9,124.0,-0.29,61.0,91.0,-0.34,53.8,111.0,-0.08,50.0,122.0,-0.49,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
893,-0.41,104961.0,343,4623.0,1319.0,683.0,636.0,51.8,48.2,7.0,0.5,138.0,10.5,16.0,1303.0,0.0,1.2,98.8,0.0,7.0,183.0,17.1,1,44720.0,343.0,101.0,49.0,106.0,51.0,29.2,15.0,7.0,93.0,46.0,94.0,47.0,35.0,17.0,51.8,202.0,98.0,34.0,-1.0,168.0,-0.29,25.3,15.0,-0.61,45.3,93.0,-0.52,62.6,94.0,-0.27,54.5,101.0,-0.33,49.0,101.0,-0.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
894,0.02,104962.0,343,4624.0,807.0,380.0,427.0,47.1,52.9,8.0,1.0,78.0,9.7,20.0,786.0,1.0,2.5,97.4,0.1,16.3,183.0,28.0,1,25418.0,343.0,60.0,53.0,53.0,47.0,28.1,10.0,9.0,67.0,61.0,32.0,29.0,23.0,20.0,52.2,109.0,96.0,22.0,-0.27,87.0,0.1,34.3,10.0,0.07,50.7,67.0,0.11,61.5,32.0,-0.17,55.5,52.0,0.18,49.2,57.0,-0.13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
895,-1.09,104963.0,343,4625.0,154.0,79.0,75.0,51.3,48.7,3.0,1.9,39.0,25.3,0.0,154.0,0.0,0.0,100.0,0.0,26.6,87.0,56.5,1,45036.0,343.0,30.0,43.0,40.0,57.0,27.5,10.0,14.0,40.0,57.0,20.0,29.0,31.0,44.0,39.6,70.0,100.0,31.0,-1.33,39.0,-0.9,17.6,10.0,-1.49,36.9,40.0,-1.2,56.0,20.0,-0.68,42.0,40.0,-0.97,36.4,30.0,-1.26,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
896,-0.35,104964.0,343,4800.0,1218.0,601.0,617.0,49.3,50.7,7.0,0.6,59.0,4.8,110.0,1108.0,0.0,9.0,91.0,0.0,9.5,224.0,23.2,1,11494.0,343.0,99.0,47.0,111.0,53.0,28.5,22.0,11.0,96.0,48.0,83.0,41.0,36.0,17.0,49.8,201.0,96.0,35.0,-0.79,166.0,-0.26,31.7,22.0,-0.09,43.7,96.0,-0.57,62.8,83.0,-0.17,51.9,107.0,-0.15,47.4,94.0,-0.59,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
903,-0.97,141131.0,344,4000.0,443.0,211.0,232.0,47.6,52.4,22.0,5.0,117.0,26.4,8.0,435.0,0.0,1.8,98.2,0.0,34.0,254.5,60.1,1,28888.0,344.0,38.0,40.0,56.0,60.0,25.1,28.0,30.0,54.0,59.0,10.0,11.0,54.0,57.0,33.8,92.0,98.0,54.0,-1.22,38.0,-0.61,22.3,28.0,-0.83,37.7,54.0,-0.95,47.2,10.0,-1.45,33.6,56.0,-0.93,34.0,36.0,-1.03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,0.09,137130.0,344,4010.0,744.0,744.0,0.0,100.0,0.0,6.0,0.8,106.0,14.2,46.0,698.0,0.0,6.2,93.8,0.0,19.0,319.0,42.9,1,41276.0,344.0,0.0,0.0,152.0,100.0,26.9,21.0,14.0,98.0,68.0,26.0,18.0,56.0,37.0,48.4,145.0,95.0,52.0,-0.27,93.0,0.29,30.1,21.0,0.0,50.4,98.0,0.13,62.0,26.0,-0.02,48.4,145.0,0.09,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,0.04,138853.0,344,4012.0,1409.0,581.0,828.0,41.2,58.8,59.0,4.2,390.0,27.7,13.0,1396.0,0.0,0.9,99.1,0.0,20.4,597.0,42.4,1,63182.0,344.0,154.0,58.0,113.0,42.0,26.4,62.0,23.0,162.0,61.0,40.0,15.0,103.0,39.0,47.8,264.0,99.0,101.0,-0.46,163.0,0.35,29.5,62.0,-0.21,50.6,162.0,0.13,63.6,40.0,0.06,50.4,111.0,0.28,45.8,153.0,-0.13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,-0.68,105097.0,344,4018.0,628.0,222.0,406.0,35.4,64.6,11.0,1.8,131.0,20.9,41.0,587.0,0.0,6.5,93.5,0.0,28.6,371.0,59.1,1,43244.0,344.0,61.0,58.0,45.0,42.0,27.4,14.0,14.0,69.0,67.0,20.0,19.0,54.0,51.0,43.0,103.0,97.0,53.0,-0.83,50.0,-0.52,35.1,14.0,0.17,42.0,69.0,-0.75,53.7,20.0,-1.03,43.4,45.0,-0.71,42.6,58.0,-0.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
909,-0.01,105101.0,344,4058.0,818.0,466.0,352.0,57.0,43.0,12.0,1.5,87.0,10.6,11.0,807.0,0.0,1.3,98.7,0.0,10.2,177.0,25.1,1,40338.0,344.0,48.0,34.0,95.0,66.0,27.4,18.0,13.0,90.0,66.0,28.0,21.0,32.0,22.0,49.6,136.0,95.0,31.0,-0.17,105.0,0.04,34.9,18.0,0.16,49.7,90.0,0.02,60.4,28.0,-0.21,53.5,91.0,0.27,41.9,45.0,-0.58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
910,-0.31,138355.0,344,4060.0,1043.0,397.0,646.0,38.1,61.9,47.0,4.5,63.0,6.0,20.0,1023.0,0.0,1.9,98.1,0.0,10.7,231.0,26.3,1,24632.0,344.0,93.0,53.0,84.0,47.0,26.8,29.0,16.0,117.0,66.0,30.0,17.0,45.0,25.0,45.5,176.0,99.0,45.0,-0.87,131.0,-0.11,24.2,29.0,-0.67,47.5,117.0,-0.17,58.1,30.0,-0.47,47.5,83.0,-0.17,43.8,93.0,-0.43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,0.05,105103.0,344,4066.0,857.0,4.0,853.0,0.5,99.5,9.0,1.1,245.0,28.6,9.0,848.0,0.0,1.1,98.9,0.0,20.8,333.0,47.4,1,35184.0,344.0,136.0,100.0,0.0,0.0,27.3,21.0,15.0,83.0,61.0,32.0,24.0,57.0,42.0,50.6,136.0,100.0,57.0,0.06,79.0,0.05,35.6,21.0,0.45,50.1,83.0,0.05,61.8,32.0,-0.19,0.0,0.0,0.0,50.6,136.0,0.05,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
